Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english,whitespace
1373,1373,1373,1.4431404239506842e+18,2021-09-29 09:07:43+00:00,['1443140423950684165'],@br_nning Yes he should call for a new referendum., yes he should call for a new referendum,True,False
1374,1374,1374,1.4431396861390602e+18,2021-09-29 09:04:48+00:00,['1443139686139060225'],@Bbmorg Yes the people need a real Labour Party that’s the tweet, yes the people need a real labour party that’s the tweet,True,False
1375,1375,1375,1.44313574691174e+18,2021-09-29 08:49:08+00:00,['1443135746911739905'],@youngdand @DeanOfForest @stevewhiteraven @johnmcdonnellMP Untrue true though,    untrue true though,True,False
1376,1376,1376,1.4431355208429486e+18,2021-09-29 08:48:14+00:00,['1443135520842948610'],@DeanOfForest @stevewhiteraven @johnmcdonnellMP Brown &amp; Miliband tried Blair haemorrhaged the voters confidence year on year after ‘97 victory. Centrism robbed Labour 2019 with peoples brexit malarkey and false allegations and lies. Had Labour had its day?,   brown amp miliband tried blair haemorrhaged the voters confidence year on year after ‘97 victory centrism robbed labour 2019 with peoples brexit malarkey and false allegations and lies had labour had its day,True,False
1379,1379,1379,1.4431171635696845e+18,2021-09-29 07:35:18+00:00,['1443117163569684485'],"@br_nning In 6 years Labour will be rubble of ego money grabbers and will be the next Lib Dem party, hopefully a new shiny party will emerge to Dave the uk with proper policies designed to help everyone. Even the rich can enjoy a healthy society.", in 6 years labour will be rubble of ego money grabbers and will be the next lib dem party hopefully a new shiny party will emerge to dave the uk with proper policies designed to help everyone even the rich can enjoy a healthy society,True,False
1380,1380,1380,1.4431163563758756e+18,2021-09-29 07:32:05+00:00,['1443116356375875584'],@br_nning Oh no, oh no,True,False
1381,1381,1381,1.4431144110703002e+18,2021-09-29 07:24:22+00:00,['1443114411070300165'],@siennamarla Can you trust starmer?, can you trust starmer,True,False
1383,1383,1383,1.4428836871467377e+18,2021-09-28 16:07:33+00:00,['1442883687146737675'],@CharlieEmmaUK Centrism Labour Party, centrism labour party,True,False
1384,1384,1384,1.4428835162707968e+18,2021-09-28 16:06:52+00:00,['1442883516270796802'],@bbclaurak Starmer is such a snake, starmer is such a snake,True,False
1385,1385,1385,1.4428829867483996e+18,2021-09-28 16:04:46+00:00,['1442882986748399622'],@ToryFibs Thank you Bakers Union showing Unison the true meaning of support for its affiliated workers. Labour is dead to the workers., thank you bakers union showing unison the true meaning of support for its affiliated workers labour is dead to the workers,True,False
1387,1387,1387,1.442871704590553e+18,2021-09-28 15:19:56+00:00,['1442871704590553096'],Quite right too. https://t.co/Pov2kOpQqz,quite right too ,True,False
1396,1396,1396,1.442826955947131e+18,2021-09-28 12:22:07+00:00,['1442826955947130881'],"The pandemic and Brexit teething problems doesn’t mean uk is on its knees its all relative, right?",the pandemic and brexit teething problems doesn’t mean uk is on its knees its all relative right,True,False
1398,1398,1398,1.442788890633556e+18,2021-09-28 09:50:51+00:00,['1442788890633555971'],@Dave_Smith1970 Can you have a trained nurse in the same as minimum wage though? Isn’t fair is it?, can you have a trained nurse in the same as minimum wage though isn’t fair is it,True,False
1399,1399,1399,1.4427885941213143e+18,2021-09-28 09:49:41+00:00,['1442788594121314305'],@Dave_Smith1970 I know but I’m facing hostility to the argument by co workers who agree with Rachael Reeves &amp; Starmer so I’m asking what the solution is because that is their argument? My answer is your answer but I wanted alternative explanation., i know but i’m facing hostility to the argument by co workers who agree with rachael reeves amp starmer so i’m asking what the solution is because that is their argument my answer is your answer but i wanted alternative explanation,True,False
1401,1401,1401,1.442786629836591e+18,2021-09-28 09:41:52+00:00,['1442786629836591105'],Top band 5 trained nurses get £15.50 an hour (approx.). What happens to that wage if the minimum wage becomes £15.00 an hour?,top band 5 trained nurses get £1550 an hour approx what happens to that wage if the minimum wage becomes £1500 an hour,True,False
1403,1403,1403,1.442674816440537e+18,2021-09-28 02:17:34+00:00,['1442674816440537094'],@LozLawrence @Keir_Starmer @LouiseEllman Such wrongful words,   such wrongful words,True,False
1405,1405,1405,1.442557217509548e+18,2021-09-27 18:30:16+00:00,['1442557217509548041'],@br_nning But they are all the same so why not., but they are all the same so why not,True,False
1406,1406,1406,1.442556734355116e+18,2021-09-27 18:28:21+00:00,['1442556734355116041'],@JAPollo10 I would have once even though he’s a Tory but he is too outspoken for me to stomach., i would have once even though he’s a tory but he is too outspoken for me to stomach,True,False
1408,1408,1408,1.4425561798303703e+18,2021-09-27 18:26:09+00:00,['1442556179830370306'],@Peston The Tory party you mean, the tory party you mean,True,False
1409,1409,1409,1.4425559776189276e+18,2021-09-27 18:25:21+00:00,['1442555977618927616'],@happyjack1981 Bye bye, bye bye,True,False
1410,1410,1410,1.4425390002758124e+18,2021-09-27 17:17:53+00:00,['1442539000275812363'],Well said https://t.co/bZXdSNlrAZ,well said ,True,False
1412,1412,1412,1.442537610958844e+18,2021-09-27 17:12:22+00:00,['1442537610958843911'],@MrBreakspear @siennamarla Egg on face https://t.co/LyvoiPPvM4,  egg on face ,True,False
1413,1413,1413,1.442537482982101e+18,2021-09-27 17:11:51+00:00,['1442537482982100994'],@MrBreakspear @siennamarla Lots changed monetary wise since. Keep up!,  lots changed monetary wise since keep up,True,False
1414,1414,1414,1.4425372407276257e+18,2021-09-27 17:10:53+00:00,['1442537240727625729'],@siennamarla Wasn’t starmer all for it? https://t.co/CWWLW3qEft, wasn’t starmer all for it ,True,False
1417,1417,1417,1.4425238206659994e+18,2021-09-27 16:17:34+00:00,['1442523820665999362'],@pete3291 I doubt she makes labour look rock n roll. Sadly we know they are not., i doubt she makes labour look rock n roll sadly we know they are not,True,False
1418,1418,1418,1.442523553472172e+18,2021-09-27 16:16:30+00:00,['1442523553472172037'],https://t.co/ZdE5ktIme0,,True,False
1419,1419,1419,1.4425065119897518e+18,2021-09-27 15:08:47+00:00,['1442506511989751808'],@troovus No, no,True,False
1421,1421,1421,1.442506003535237e+18,2021-09-27 15:06:46+00:00,['1442506003535237125'],@Tara61711 Not secretly, not secretly,True,False
1422,1422,1422,1.4424902170684416e+18,2021-09-27 14:04:02+00:00,['1442490217068441600'],@marcusbarnett_ @IanLaveryMP All Labour should attack that desicion to allow the scum paper in.,  all labour should attack that desicion to allow the scum paper in,True,False
1425,1425,1425,1.4424876236085862e+18,2021-09-27 13:53:44+00:00,['1442487623608586245'],@Concern26987694 @PSCupdates If Labour isn’t Labour why does it matter?,  if labour isn’t labour why does it matter,True,False
1427,1427,1427,1.4424378349593723e+18,2021-09-27 10:35:53+00:00,['1442437834959372292'],@UKLabour They wouldn’t, they wouldn’t,True,False
1429,1429,1429,1.442435742370648e+18,2021-09-27 10:27:34+00:00,['1442435742370648070'],@hef4caerphilly @Keir_Starmer Sold out,  sold out,True,False
1430,1430,1430,1.4423958771218186e+18,2021-09-27 07:49:10+00:00,['1442395877121818630'],@paulwaugh @Keir_Starmer It’s all a stitch up.,  it’s all a stitch up,True,False
1431,1431,1431,1.4423950762655334e+18,2021-09-27 07:45:59+00:00,['1442395076265533446'],@DanJarvisLeader @Cm74231652 @johnmcdonnellMP Ha! Egg on face.,   ha egg on face,True,False
1432,1432,1432,1.442394852533039e+18,2021-09-27 07:45:05+00:00,['1442394852533039109'],@DanJarvisLeader @johnmcdonnellMP If only Danny knew something.,  if only danny knew something,True,False
1433,1433,1433,1.4423947443871048e+18,2021-09-27 07:44:40+00:00,['1442394744387104770'],@johnmcdonnellMP Move on and show some mettle. Labour is over., move on and show some mettle labour is over,True,False
1434,1434,1434,1.442394445551489e+18,2021-09-27 07:43:28+00:00,['1442394445551489025'],@BBCBreakfast If not now when it’s needed when. Labour are out of touch, if not now when it’s needed when labour are out of touch,True,False
1436,1436,1436,1.442330321572307e+18,2021-09-27 03:28:40+00:00,['1442330321572306945'],"@jeremycorbyn @MumOlsson It’s time you must move on the Labour you held is dead. The left is silenced and toothless now. A new party is needed, where you go others will follow.",  it’s time you must move on the labour you held is dead the left is silenced and toothless now a new party is needed where you go others will follow,True,False
1437,1437,1437,1.44232934238677e+18,2021-09-27 03:24:47+00:00,['1442329342386769926'],@RedCollectiveUK @MumOlsson @jeremycorbyn @UKLabour @glastonbury Not in the Labour Party you won’t. Move on!,     not in the labour party you won’t move on,True,False
1439,1439,1439,1.4423279731856056e+18,2021-09-27 03:19:20+00:00,['1442327973185605633'],@zarahsultana @AyoCaesar Really you must feel sad at conference your days are numbered. You know it too. Move on!,  really you must feel sad at conference your days are numbered you know it too move on,True,False
1440,1440,1440,1.4423274138206372e+18,2021-09-27 03:17:07+00:00,['1442327413820637185'],@damian_from @Keir_Starmer @UKLabour New party is the only way waste not a minute more,   new party is the only way waste not a minute more,True,False
1442,1442,1442,1.4423269020525814e+18,2021-09-27 03:15:05+00:00,['1442326902052581382'],@Keir_Starmer @UKLabour A/S: not in Corbyn’s name: Labour was dealing with it! The goal post moved but Corbyn &amp; Formby went further than any party in history in dealing with it. Their Labour were the standard...a report showed antisemitism lowered with Corbyn. Which was Ace! Corbyn will not be divided.,  as not in corbyn’s name labour was dealing with it the goal post moved but corbyn amp formby went further than any party in history in dealing with it their labour were the standarda report showed antisemitism lowered with corbyn which was ace corbyn will not be divided,True,False
1444,1444,1444,1.4423198847681905e+18,2021-09-27 02:47:12+00:00,['1442319884768190465'],@emmadesaram @ArtCrunchy @NadiaWhittomeMP @JessicaLBarnard @zarahsultana @jeremycorbyn @RichardBurgon @TWT_NOW You are wasting time and you will find that out soon enough. It’s sad times ahead. Sometimes the skill is to know when to move on.,        you are wasting time and you will find that out soon enough it’s sad times ahead sometimes the skill is to know when to move on,True,False
1445,1445,1445,1.4422226836604273e+18,2021-09-26 20:20:57+00:00,['1442222683660427269'],@CHARLIElion15 @BeckettUnite True but he must come voluntarily with them. There is real meat within the macdonnell/Corbyn manifestos to use.,  true but he must come voluntarily with them there is real meat within the macdonnellcorbyn manifestos to use,True,False
1446,1446,1446,1.4422170589812204e+18,2021-09-26 19:58:36+00:00,['1442217058981220354'],@BeckettUnite So forget Corbyn and unite all the left parties to form one. Appeal to all the left who are in the wrong party’s such as Labour and green. Never allow infiltrators in to take over again with water tight conditions., so forget corbyn and unite all the left parties to form one appeal to all the left who are in the wrong party’s such as labour and green never allow infiltrators in to take over again with water tight conditions,True,False
1448,1448,1448,1.4421434682146857e+18,2021-09-26 15:06:11+00:00,['1442143468214685698'],@Sparkyxxx Union is a right wing union against its members., union is a right wing union against its members,True,False
1450,1450,1450,1.4421429010819727e+18,2021-09-26 15:03:55+00:00,['1442142901081972744'],@danbloom1 How close is that camera?, how close is that camera,True,False
1451,1451,1451,1.4421421990433546e+18,2021-09-26 15:01:08+00:00,['1442142199043354638'],@80_mcswan Some people are saying sturgeon but they know nowt it’s yes., some people are saying sturgeon but they know nowt it’s yes,True,False
1454,1454,1454,1.44213912502537e+18,2021-09-26 14:48:55+00:00,['1442139125025370115'],@Jamin2g It’s like speaking the school bully. It is fact that only women have a cervix. Isn’t it all about context?, it’s like speaking the school bully it is fact that only women have a cervix isn’t it all about context,True,False
1456,1456,1456,1.4421377064908923e+18,2021-09-26 14:43:17+00:00,['1442137706490892290'],@ChampagneDosser The state of the mind warping, the state of the mind warping,True,False
1457,1457,1457,1.4421372585266545e+18,2021-09-26 14:41:30+00:00,['1442137258526654466'],@LizzieHiggins20 @Kevin_Maguire Johnson is probably better than him don’t you think? When the only thing dividing your is personality why not stick to an honester broker.,  johnson is probably better than him don’t you think when the only thing dividing your is personality why not stick to an honester broker,True,False
